Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,23,3,M:System.Windows.Forms.NativeWindow.FromHandle(System.IntPtr),,,,,var window = NativeWindow.FromHandle(control.Handle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,21,3,P:System.Windows.Forms.Control.Handle,,,,,"var msgResumeUpdate = Message.Create(control.Handle, WM_SETREDRAW, wparam, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,21,3,T:System.Windows.Forms.Message,,,,,"var msgResumeUpdate = Message.Create(control.Handle, WM_SETREDRAW, wparam, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,21,3,T:System.Windows.Forms.Message,,,,,"var msgResumeUpdate = Message.Create(control.Handle, WM_SETREDRAW, wparam, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,21,3,"M:System.Windows.Forms.Message.Create(System.IntPtr,System.Int32,System.IntPtr,System.IntPtr)",,,,,"var msgResumeUpdate = Message.Create(control.Handle, WM_SETREDRAW, wparam, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,9,2,T:System.Windows.Forms.Control,,,,,public static void SuspendDrawing(this Control control)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,14,3,M:System.Windows.Forms.NativeWindow.DefWndProc(System.Windows.Forms.Message@),,,,,window.DefWndProc(ref msgSuspendUpdate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,13,3,P:System.Windows.Forms.Control.Handle,,,,,var window = NativeWindow.FromHandle(control.Handle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,13,3,T:System.Windows.Forms.NativeWindow,,,,,var window = NativeWindow.FromHandle(control.Handle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,13,3,T:System.Windows.Forms.NativeWindow,,,,,var window = NativeWindow.FromHandle(control.Handle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,13,3,M:System.Windows.Forms.NativeWindow.FromHandle(System.IntPtr),,,,,var window = NativeWindow.FromHandle(control.Handle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,11,3,P:System.Windows.Forms.Control.Handle,,,,,"var msgSuspendUpdate = Message.Create(control.Handle, WM_SETREDRAW, IntPtr.Zero, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,11,3,T:System.Windows.Forms.Message,,,,,"var msgSuspendUpdate = Message.Create(control.Handle, WM_SETREDRAW, IntPtr.Zero, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,11,3,T:System.Windows.Forms.Message,,,,,"var msgSuspendUpdate = Message.Create(control.Handle, WM_SETREDRAW, IntPtr.Zero, IntPtr.Zero);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Utils\ControlHelper.cs,11,3,"M:System.Windows.Forms.Message.Create(System.IntPtr,System.Int32,System.IntPtr,System.IntPtr)",,,,,"var msgSuspendUpdate = Message.Create(control.Handle, WM_SETREDRAW, IntPtr.Zero, IntPtr.Zero);"
